,Year of Breach,Company Name,Total Records,Type of Organization,Type of Breach
5569,2018,University Medical Center Physicians,18500,MED,HACK
5570,2017,"Anthem, Inc.",18580,MED,DISC
5571,2017,Pacific Ocean Pediatrics,18637,MED,PHYS
5572,2013,"University of Virginia, Aetna Health Care",18700,EDU,DISC
5573,2012,Central Connecticut State University (CCSU),18763,EDU,HACK
5574,2017,Rail Europe North America inc,18785,UNKN,UNKN
5575,2017,"Durango Family Medicine, P.C.",18790,MED,PHYS
5576,2013,Colorado Governor's Office of Information Technology,18800,GOV,PORT
5577,2016,Aetna Inc.,18854,MED,PHYS
5578,2011,"Green River District Health Department, Fox Technology Group (now part of Intergranetics)",18871,MED,DISC
5579,2011,Integranetics,18871,MED,HACK
5580,2012,University of Georgia (UGA),18931,EDU,DISC
5581,2012,Colorado State University - Pueblo,19000,EDU,DISC
5585,2008,R.E. Moulton,19000,BSF,PORT
5586,2009,United Food and Commercial Workers Union 555,19000,NGO,PORT
5587,2015,South Sunflower County Hospital,19000,MED,DISC
5588,2016,Advanced Fertility Center of Chicago,19000,MED,HACK
5589,2015,South Sunflower County Hospital,19000,MED,PHYS
5590,2012,UnitedHealthcare (United Health Group Plan),19100,MED,INSD
5591,2012,UnitedHealth Group health plan single affiliated covered entity,19100,MED,DISC
5592,2017,"Oncology Consultants, P.A.",19114,MED,HACK
5593,2013,"Lee D. Pollan, DMD, PC",19178,MED,PHYS
5594,2018,Five guys holdings inc,19191,UNKN,UNKN
5595,2010,"University of Oklahoma - Tulsa, Neurology Clinic",19200,MED,HACK
5596,2017,"Medical Oncology Hematology Consultants,PA",19203,MED,HACK
5597,2010,"Pediatric and Adult Allergy, PC",19222,MED,PORT
5598,2010,"Pediatric and Adult Allergy, PC",19222,MED,PHYS
5599,2018,Veterans Health Administration,19254,MED,DISC
5600,2010,"University of Oklahoma-Tulsa Neurology Clinic, Neurology Services of Oklahoma, LLC ",19264,MED,HACK
5601,2011,University of Texas-Pan American,19276,EDU,DISC
5602,2018,Toyota industries north america inc,19320,UNKN,UNKN
5603,2016,Pain Treatment Centers of America/Interventional Surgery Institute,19397,MED,HACK
5604,2016,Pain Treatment Centers of America,19397,MED,HACK
5605,2017,Flexible Benefit Service Corporation,19438,BSF,HACK
5606,2010,Florida International University,19495,EDU,DISC
5607,2017,"Leo Edwards, Jr., M.D. ",19564,MED,HACK
5609,2011,"Multi-Speciality Collection Services, LLC",19651,MED,DISC
5610,2017,Ashland Women's Health,19727,MED,HACK
5611,2016,Integrated Health Solutions PC,19776,MED,HACK
5612,2016,Integrated Health Solutions PC,19776,MED,HACK
5613,2011,Swedish Medical Center,19799,MED,DISC
5614,2018,NorthStar Anesthesia,19807,MED,HACK
5615,2016,Northstar Healthcare Acquisitions LLC,19898,MED,PORT
5616,2016,Northstar Healthcare Acquisitions LLC,19898,MED,PHYS
5617,2011,"Allianceforbiz.com, ShoWorks, Inc.",20000,BSO,HACK
5618,2013,"LexisNexis, Sprechman & Associates",20000,BSO,INSD
5623,2008,Kaft Foods,20000,BSO,PORT
5624,2008,Lasell College,20000,EDU,HACK
5625,2010,St. Jude Heritage Medical Group,20000,MED,PHYS
5626,2012,Indiana Internal Medicine Consultants,20000,MED,PORT
5628,2013,"Boston Public School (BPS), Plastic Card Systems",20000,GOV,PORT
5629,2014,IRS,20000,GOV,INSD
5630,2014,Orangeburg-Calhoun Technical College,20000,EDU,PORT
5631,2011,Reid Hospital,20000,MED,STAT
5632,2011,Stanford University Hospital and Clinics,20000,MED,DISC
5633,2018,Catawba Valley Medical Center,20000,MED,HACK
5634,2014,"Quraishi, Nisar A ",20000,MED,PHYS
5635,2012,Indiana Internal Medicine Consultants,20000,MED,PHYS
5636,2018,Carpenters Benefit Funds of Philadelphia,20015,MED,HACK
5637,2008,Village of Tinley Park,20400,GOV,PORT
5639,2017,Lifespan Corporation,20431,MED,PHYS
5640,2015,"Medical Management, LLC (MML)",20512,MED,PHYS
5641,2011,"Rape and Brooks Orthodontics, P.C.",20744,MED,STAT
5642,2011,"Rape & Brooks Orthodontics, P.C.",20744,MED,PHYS
5643,2016,Blue Shield of California,20764,MED,HACK
5644,2016,Blue Shield of California,20764,MED,DISC
5645,2012,Office of Dr. Rex Smith,20915,MED,STAT
5646,2017,Pension Fund of the Christian Church,20966,NGO,PHYS
5647,2010,"TennCare, New Mexico Human Services Department",21000,MED,PORT
5648,2010,Thomas Jefferson University Hospitals,21000,EDU,PORT
5653,2008,Harvard Law School,21000,EDU,PORT
5654,2009,Wyndham Hotels & Resorts,21000,BSO,HACK
5655,2012,Oregon State University,21000,EDU,INSD
5656,2013,Harris County,21000,MED,DISC
5657,2010,"Thomas Jefferson University Hospitals, Inc.",21000,MED,PHYS
5658,2010,"Ernest T. Bice, Jr. DDS, P.A.",21000,MED,PHYS
5659,2018,Reliable Respiratory,21311,MED,HACK
5661,2017,Denton Heart Group - Affiliate of HealthTexas Provider Network,21665,MED,PHYS
5662,2018,Envision healthcare corporation,21757,UNKN,UNKN
5664,2017,"CBS Consolidated, Inc.",21856,MED,HACK
5665,2016,New York State Office of Mental Health,21880,MED,HACK
5666,2017,New York State Psychiatric Institute,21880,GOV,HACK
5667,2016,New York State Office of Mental Health,21880,MED,HACK
5669,2010,Aon Consulting,22000,BSF,DISC
5670,2013,Orthopedics and Adult Reconstructive Surgery,22000,MED,PORT
5671,2016,New York State Psychiatric Institute,22000,MED,HACK
5672,2017,"Franciscan Physician Network of Illinois and Specialty Physicians of Illinois, LLC (formerly known as WellGroup Health Partners, LLC)",22000,MED,PHYS
5673,2017,"Elderplan, Inc. ",22000,MED,HACK
5674,2017,"Cleveland Medical Associates, PLLC",22000,MED,HACK
5675,2016,North Ottawa Medical Group,22000,MED,DISC
5676,2013,AssuranceMD f/k/a Harbor Group,22000,MED,PHYS
5677,2011,Reid Hospital & Health Care Services,22001,MED,PHYS
5678,2010,St. Joseph Heritage Healthcare,22012,MED,PHYS
5679,2017,"Advanced Graphic Products, Inc. /dba/ ""Advanced-Online""",22182,BSO,HACK
5682,2014,Cook County Health & Hospitals System,22511,MED,
5683,2011,PMC Medicare Choice,22568,MED,STAT
5685,2010,Aon Consulting,22642,MED,
5686,2018,Applied plan administrators,22661,UNKN,UNKN
5687,2013,"Vendini, Inc.",22900,BSO,HACK
5688,2012,"District 202, Plainfield School District",23000,EDU,HACK
5691,2008,University of Maryland,23000,EDU,DISC
5692,2016,National Counseling Group,23000,MED,HACK
5693,2016,National Counseling Group,23000,MED,HACK
5694,2016,"Prosthetic & Orthotic Care, Inc.",23015,MED,HACK
5695,2016,"Prosthetic & Orthotic Care, Inc.",23015,MED,HACK
5696,2018,Health equity inc,23020,UNKN,UNKN
5697,2012,University of North Florida (UNF),23246,EDU,HACK
5698,2016,Mayfield Clinic Inc.,23341,MED,HACK
5699,2016,Mayfield Clinic Inc,23341,MED,HACK
5701,2011,"Fairview and North Memorial Hospitals, Accretive",23500,MED,PORT
5703,2010,Montefiore Medical Center,23753,MED,PHYS
5704,2017,Emory Healthcare,24000,MED,DISC
5706,2016,Public Health Trust of Miami-Dade County Florida,24188,MED,HACK
5707,2016,"Public Health Trust of Miami-Dade County, Florida",24188,MED,DISC
5709,2011,PMC Medicare Choice,24361,MED,PHYS
5710,2013,Anthem Blue Cross,24500,MED,DISC
5711,2010,Our Lady of Peace,24600,MED,PHYS
5712,2010,Our Lady of Peace Hospital,24600,MED,PHYS
5713,2010,Pioneer Valley Pathology,24750,MED,PHYS
5714,2017,"WellCare Health Plans, Inc.",24809,MED,HACK
5715,2011,Laredo Independent School District,24903,EDU,PORT
5716,2015,"Saint Agnes Health Care, Inc.",24967,MED,HACK
5717,2017,"Southern National Bancorp of Virginia, Inc. d/b/a/ Sonabank",24999,BSF,HACK
5718,2010,Albrecht Discount (ALDI),25000,BSR,CARD
5719,2011,United States Army,25000,GOV,PORT
5722,2008,Franklin Savings and Loan,25000,BSF,HACK
5723,2016,Santa Cruz County Health Services Agency,25000,MED,DISC
5724,2008,The Planet,25000,BSO,UNKN
5725,2008,City of Charlottesville,25000,GOV,PORT
5726,2010,collective2.com,25000,BSO,HACK
5727,2013,Salem State University,25000,EDU,HACK
5728,2014,Sally Beauty Supply,25000,BSR,HACK
5729,2014,US Investigations Services (USIS),25000,GOV,HACK
5730,2018,Bezop,25000,BSF,DISC
5731,2010,Fort Worth Allergy and Asthma Associates,25000,MED,STAT
5732,2013,"Infocrossing Inc, MO HealthNet, Missouri Department of Social Services",25000,MED,DISC
5733,2014,Highlands-Cashier Hospital,25000,MED,DISC
5734,2017,"PAR Electrical Contractors, Inc.",25000,BSO,PHYS
5735,2016,Santa Cruz County Health Services Agency,25000,MED,DISC
5736,2010,Fort Worth Allergy and Asthma Associates,25000,MED,PHYS
5737,2011,"Reznick Group, AssureCare Risk Management Inc, Colonial Healthcare Inc, Gypsum Management and Supply",25330,BSF,HACK
5738,2011,"Assurecare Risk Management, Inc.",25330,MED,DISC
5739,2017,Bronson nutritionals llc,25450,UNKN,UNKN
5740,2013,"InfoCrossing, Inc.",25461,MED,DISC
5741,2014,Virginia Premier Health Plan (VPHP),25513,MED,PHYS
5742,2014,"Computer Programs and Systems, Inc. ",25764,MED,PHYS
5743,2017,Tampa Bay Surgery Center,25848,MED,HACK
5744,2014,Variable Annuity Life Insurance Company,25855,MED,INSD
5748,2012,Towards Employment,26000,NGO,PORT
5749,2017,MongoDB,26000,BSO,HACK
5750,2017,Arkansas Department of Medicaid,26000,GOV,INSD
5751,2017,Arkansas Department of Human Services,26000,MED,DISC
5752,2014,Highlands Cashier Hospital,26115,MED,DISC
5753,2014,Jamaica Hospital Medical Center,26162,MED,DISC
5754,2016,Illinois Valley Podiatry Group,26588,MED,HACK
5755,2016,Illinois Valley Podiatry Group,26588,MED,HACK
5756,2018,Purdue university,26598,EDU,UNKN
5757,2018,"The  information and  referral  federation of  los  angeles  county,  inc. dba 211  l a  county",26678,UNKN,UNKN
5758,2010,Lincoln National Life Insurance,26840,BSF,DISC
5759,2016,"Brandywine Pediatrics, P.A.",26873,MED,HACK
5760,2018,"WellCare Health Plans, Inc.",26942,MED,DISC
5761,2010,University of Texas Arlington,27000,EDU,HACK
5766,2010,Ceridian Corporation,27000,BSF,HACK
5767,2009,National Finance Center,27000,GOV,DISC
5768,2012,Blount memorial Hospital,27000,MED,PORT
5769,2010,The University of Texas at Arlington,27000,MED,HACK
5770,2012,"T&P Consulting, INC. d/b/a Quantum Health Consulting",27098,MED,PHYS
5771,2017,UNC Health Care System,27113,MED,PHYS
5772,2012,"American Express Travel Related Services Company, Inc. (AXP)",27257,BSF,CARD
5773,2016,"WalMart Stores, Inc.",27393,MED,DISC
5774,2016,"Wal-Mart Stores, Inc.",27393,MED,DISC
5775,2012,"Blount Memorial Hospital, Inc",27799,MED,PHYS
5776,2013,"Sovereign Medical Group, LLC",27800,MED,HACK
5777,2012,"Sovereign Medical Group, LLC",27800,MED,HACK
5778,2014,HealthPartners Inc,27839,MED,DISC
5779,2018,Mise en place restaurant services inc,27997,UNKN,UNKN
5782,2009,Walgreens Health Initiative,28000,MED,DISC
5783,2009,NJ Department of Labor and Workforce Development,28000,GOV,DISC
5784,2012,"American Pharmacist Association (APhA), Pharmacist.com",28000,NGO,HACK
5785,2016,New Jersey Spine Center,28000,MED,HACK
5786,2016,New Jersey Spine Center,28000,MED,HACK
5787,2017,"ABB, Inc.",28012,MED,HACK
5788,2008,Okemo Mountain Resort,28168,BSO,HACK
5789,2013,"Health Plus Amerigroup, Brookdale University Hospital and Medical Center",28187,MED,DISC
5790,2013,Health Plus Amerigroup,28187,MED,PHYS
5791,2012,"OHP PHSP, Inc.",28187,MED,DISC
5792,2016,New West Health Services dba New West Medicare,28209,MED,PORT
5793,2016,New West Health Services d/b/a New West Medicare,28209,MED,PHYS
5794,2014,"CareAll Management, LLC",28300,MED,PHYS
5795,2017,Tommie copper inc,28437,UNKN,UNKN
5797,2017,Cruzstar llc,28740,UNKN,UNKN
5798,2012,Gibson General Hospital,28893,MED,PHYS
5800,2013,City of Wichita  - Electronic Procurement Website,29000,GOV,HACK
5801,2016,Indiana University Health Arnett Hospital,29000,MED,PORT
5802,2017,Oklahoma University,29000,EDU,DISC
5803,2012,Gibson General Hospital,29000,MED,PORT
5804,2010,Care 1st Health Plan,29000,MED,PHYS
5805,2013,The University of Texas MD Anderson Cancer Center,29021,MED,PHYS
5806,2011,"MMM Healthcare, Inc.",29143,MED,STAT
5807,2016,Midwest Orthopedic Group,29153,MED,HACK
5808,2016,Midwest Orthopedic Pain and Spine,29153,MED,HACK
5809,2016,St. Lukes Cornwall Hospital,29156,MED,PORT
5810,2015,St. Luke's Cornwall Hospital,29156,MED,PHYS
5811,2009,Kaiser Permanente,29500,MED,INSD
5812,2016,Integrity Transitional Hospital,29514,MED,HACK
5813,2018,"Inogen, Inc.",29528,MED,HACK
5814,2017,SSM Health,29579,MED,DISC
5816,2014,Iowa State University,29780,EDU,HACK
5817,2008,Fallon Community Health Plan,29800,MED,PORT
5818,2016,"Sequin Dermatology, Office of Robert J Magnon, MD",29969,MED,HACK
5819,2016,"Seguin Dermatology, Office of Robert J. Magnon, MD",29969,MED,HACK
5820,2012,Kaiser Foundation Health Plan,30000,MED,DISC
5821,2010,Houston Independent School District (HISD),30000,EDU,HACK
5822,2012,University of Tampa,30000,EDU,DISC
5830,2008,Long Island University,30000,EDU,PHYS
5831,2009,Moores Cancer Center,30000,MED,HACK
5832,2009,Penn State University,30000,EDU,HACK
5833,2008,Pennsylvania Department of State,30000,GOV,DISC
5834,2013,The Home Depot,30000,BSR,INSD
5835,2015,Word Press,30000,BSO,HACK
5836,2017,UCLA,30000,EDU,HACK
5837,2012,University of Texas M.D. Anderson Cancer Center (M.D. Anderson),30000,MED,PORT
5838,2018,The May Eye Care Center,30000,MED,HACK
5839,2018,Agency for Health Care Administration,30000,MED,HACK
5840,2014,Sony Pictures Entertainment Health and Welfare Benefits Plan (the Plan),30000,MED,HACK
5841,2014,REEVE-WOODS EYE CENTER,30000,MED,PHYS
5843,2018,Mississippi State Department of Health,30799,MED,DISC
5844,2016,SEIM Johnson LLP,30972,MED,PORT
5845,2016,"SEIM JOHNSON, LLP",30972,MED,PHYS
5846,2011,University of South Carolina,31000,EDU,HACK
5849,2009,Sagebrush Medical Plaza/Kern Medical Center,31000,MED,PHYS
5850,2016,Laser & Dermatologic Surgery Center,31000,MED,HACK
5851,2013,E-Trade,31000,BSF,HACK
5852,2016,Laser & Dermatologic Surgery Center,31000,MED,HACK
5854,2017,Sport and Spine Rehab,31120,MED,HACK
5855,2011,Anthem Blue Cross,31125,BSF,DISC
5857,2014,Central Utah Clinic,31677,MED,HACK
5858,2010,"WellPoint, Inc.",31700,MED,HACK
5859,2010,"WellPoint, Inc.",31700,MED,HACK
5860,2012,St. Joseph Health System,31800,MED,DISC
5861,2011,The Social Security Administration,31931,GOV,DISC
5862,2014,"MetroPlus Health Plan, Inc.",31980,MED,
5863,2013,"M2ComSys, Cogent Healthcare, Inc.",32000,MED,DISC
5866,2012,High Tech Crime Solutions,32000,BSO,HACK
5867,2014,Sabre Corporation,32000,BSO,HACK
5868,2017,"Pulmonary Specialists of Louisville, PSC",32000,MED,HACK
5869,2013,"Cogent Healthcare, Inc.",32000,MED,PHYS
5870,2011,MedAssets,32008,MED,PHYS
5871,2013,M2ComSys Inc.,32151,MED,DISC
5872,2011,"MMM Healthcare, Inc.",32390,MED,PHYS
5873,2013,"inSync, Cottage Hospital, Cottage Health System",32755,MED,DISC
5874,2010,FIrst Advantage Tax Consulting Services (TCS),32842,BSF,PORT
5875,2010,Martin Luther King Jr. Multi-Service Ambulatory Care Center,33000,GOV,INSD
5879,2009,Halifax Health,33000,MED,PORT
5880,2008,"The Clear Program Fast-pass Registered Travel program for airline passengers, operated by Verified Identity Pass for the U.S. Transportation Security Admin.",33000,BSO,PORT
5881,2017,BJC Healthcare,33000,MED,DISC
5882,2010,County of Los Angeles,33000,MED,PHYS
5883,2014,"Cedars-Sinai Medical Center, Los Angeles",33136,MED,PORT
5884,2014,Cedars-Sinai Health System,33136,MED,PHYS
5886,2018,Blue beacon international,33644,UNKN,UNKN
5887,2018,Renaissance philanthropic solutions group,33663,UNKN,UNKN
5888,2016,Rainbow Children's Clinic,33698,MED,HACK
5889,2016,Rainbow Children's Clinic,33698,MED,HACK
5890,2014,Redwood Regional Medical Group,33702,MED,PHYS
5891,2014,"Santa Rosa Memorial Hospital, Privacy Manager Breach",33702,MED,PHYS
5892,2018,Confluence Health,33821,MED,HACK
5893,2017,St. Mark's Surgery Center,33877,MED,HACK
5894,2017,"St. Mark's Surgical Center, LLC",33877,MED,HACK
5895,2016,Quest Diagnostics,34000,MED,HACK
5896,2010,Oregon State University,34000,EDU,HACK
5897,2011,"Morgan Stanley Smith Barney, New York State Department of Taxation and Finance",34000,BSF,PORT
5900,2017,St. Marks Surgery Center,34000,MED,HACK
5901,2016,Quest Diagnostics,34055,MED,HACK
5902,2017,L a fashion enterprise l t d,34097,UNKN,UNKN
5905,2016,Acer Service Corporation,35000,BSO,HACK
5906,2010,Beer and Wine Hobby,35000,BSR,HACK
5907,2010,Accomack County Virginia residents,35000,GOV,PORT
5910,2008,"T. Rowe Price Retirement Plan Services, CBIZ Benefits and Insurance Services Inc.",35000,BSF,STAT
5911,2010,Arkansas Army National Guard,35000,GOV,PORT
5912,2014,Safety First,35000,BSO,DISC
5913,2014,Lowes Corporation,35000,BSR,DISC
5915,2017,Victoria independent school district,35108,EDU,UNKN
5916,2017,Fred usinger inc,35147,UNKN,UNKN
5917,2014,Riverside Community College,35212,EDU,DISC
5919,2014,MD Manage (Vcarve LLC),35357,MED,DISC
5920,2015,Keenan & Associates,35404,MED,DISC
5921,2012,"Center for Orthopedic Research and Education, Inc.",35488,MED,PHYS
5922,2012,Vote Sex!,35959,BSO,HACK
5923,2011,"Bright Directions College Savings Program, Illinois State Treasurer's Office",36000,GOV,DISC
5926,2008,Medical Mutual of Ohio,36000,MED,PORT
5927,2009,Rio Grande Food Project,36000,NGO,PORT
5928,2012,US Army Fort Monmouth,36000,GOV,HACK
5929,2017,Boeing,36000,BSO,DISC
5930,2018,"Triple-S Advantage, Inc. ",36305,MED,DISC
5931,2014,Jersey City Medical Center,36400,MED,PHYS
5932,2017,Southwest airlines co,36485,UNKN,UNKN
5933,2016,Vascular Surgical Associates,36496,MED,HACK
5934,2014,BigMoneyJobs.com,36802,BSO,HACK
5935,2017,"Member First Mortgage, LLC",36840,BSF,HACK
5936,2010,Kern County Employee's Retirment Association,37000,GOV,INSD
5938,2008,Tenet Healthcare Corporation,37000,MED,INSD
5939,2009,University of Alabama,37000,EDU,HACK
5940,2013,"Dr. Martin Luther King Jr. Health Center, Bahoo.net, Professional Transcription Company",37000,MED,DISC
5941,2011,OrthoMontana,37000,MED,PORT
5942,2013,"Martin Luther King Jr. Health Center, Inc.",37000,MED,DISC
5943,2011,"Ortho Montana, PSC",37000,MED,PHYS
5944,2018,Gold Coast Health Plan,37005,MED,HACK
5946,2008,Georgetown University,38000,EDU,PORT
5947,2008,Broward School District,38000,EDU,HACK
5948,2009,Naval Hospital Pensacola,38000,MED,PORT
5950,2018,Legacy Health,38000,MED,HACK
5952,2015,Indiana State Medical Association,38351,MED,PORT
5953,2015,Indiana State Medical Association,38351,MED,PHYS
5956,2014,Self Regional Healthcare,38906,MED,PHYS
5960,2013,Missouri Credit Union,39000,BSF,DISC
5961,2017,Massachusetts Department of Revenue,39000,GOV,UNKN
5962,2010,Montefiore Medical Center,39000,MED,STAT
5963,2015,Seton Family of Hospitals,39000,MED,HACK
5964,2010,"University MRI Diagnostic Center, Holy Cross Hospital, North Ridge Medical Center, and Oncology and Hematology Associates of West Broward",40000,MED,INSD
5965,2010,Silicon Valley Eyecare Optometry and Contact Lenses,40000,MED,STAT
5966,2011,"Vacationland Vendors, Inc.",40000,BSR,HACK
5971,2008,Systematic Automation Inc,40000,BSO,STAT
5972,2008,Blue-Cross Blue-Shield of Western New York,40000,MED,PORT
5973,2008,Arizona's Department of Economic Security,40000,GOV,PORT
5974,2009,"LexisNexis, Investigative Professionals",40000,BSO,CARD
5975,2013,"US Airways, Advanced Data Processing",40000,BSO,DISC
5976,2017,OnePlus,40000,BSR,HACK
5977,2010,Silicon Valley Eyecare Optometry and Contact Lenses,40000,MED,PHYS
5978,2010,University of Hawai'i West O'ahu (UHWO),40101,EDU,DISC
5979,2016,Stamford Podiatry Group PC,40491,MED,HACK
5980,2016,Stamford Podiatry Group .P.C,40491,MED,HACK
5981,2018,MedWatch LLC,40621,MED,DISC
5982,2018,"Greigh I. Hirata M.D. Inc, dba. Fetal Diagnostic Institute of the Pacific",40800,MED,HACK
5983,2010,Penn State,40806,EDU,DISC
5986,2018,"Bombas, LLC",41000,BSO,HACK
5987,2014,"The Corvallis Clinic, P.C.",41000,MED,PHYS
5988,2014,University of Wisconsin-Madison School of Pharmacy,41437,MED,PHYS
5990,2008,Bristol-Myers Squibb,42000,BSO,PORT
5991,2009,U.S. Army,42000,GOV,PORT
5992,2012,"Safe Ride Services, Inc. ",42000,MED,INSD
5993,2018,"Health First, Inc",42000,MED,HACK
5994,2012,"Safe Ride Services, Inc",42000,MED,HACK
5995,2016,"Alliance Health Networks, LLC",42372,MED,HACK
5996,2017,CPT Group Inc.,42587,UNKN,UNKN
5997,2014,The Union Labor Life Insurance Company,42713,MED,PHYS
5998,2017,Clinical pathology laboratories southeast inc,42720,UNKN,UNKN
5999,2010,Messiah College,43000,EDU,PORT
6000,2011,Yale University,43000,EDU,DISC
6002,2017,Unified trust company n a,43000,UNKN,UNKN
6003,2013,Froedtert Health,43000,MED,HACK
6004,2017,Coplin Health Systems,43000,MED,PHYS
6005,2015,Freelancers Insurance Company,43068,MED,HACK
6006,2013,Froedtert Health,43549,MED,HACK
6007,2017,Henry Ford Health System,43563,MED,PHYS
6009,2015,Aspire Indiana Inc.,43890,MED,PORT
6010,2015,"Aspire Indiana, Inc.",43890,MED,PHYS
6011,2016,The Eye Institute of Corpus Christi,43961,MED,HACK
6012,2016,Eye Institute of Corpus Christi,43961,MED,PHYS
6013,2010,"Holy Cross Hospital, Office of Dr. Elliot Stein",44000,MED,INSD
6014,2016,FDIC,44000,GOV,DISC
6015,2017,Broward College,44000,EDU,HACK
6016,2013,Methodist Dallas Medical Center,44000,MED,DISC
6019,2018,Blue springs family care p c,44977,UNKN,UNKN
6023,2018,Nuance Communications,45000,BSO,INSD
6024,2009,Cornell University,45277,EDU,PORT
6025,2008,"State Street Corp, Investors Financial Services",45500,BSF,STAT
6026,2010,"Holyoke Medical Center, Caritas Carney Hospital, Milton Hospital, Milford Hospital",45600,MED,PHYS
6028,2014,Administracion de Seguros de Salud - Triple S Salud Inc (BA),46473,MED,PHYS
6029,2017,Torrance Memorial Medical Center,46632,MED,HACK
6030,2012,"West Virginia Chiefs of Police Association, Alabama Department of Public Safety, Texas Department of Public Safety, City of Mobile Police Department, Texas Police Chiefs Association, Texas Police Association",46943,BSR,HACK
6032,2008,Greensboro Gynecology Associates,47000,MED,PORT
6033,2013,"Florida State University, Florida Department of Education",47000,EDU,DISC
6034,2014,Sony Pictures,47000,BSO,HACK
6035,2017,Oklahoma Department of Human Services,47000,MED,HACK
6036,2013,City of Akron,47452,GOV,HACK
6037,2014,Visionworks Inc.,47683,MED,PHYS
6038,2018,Baylor Scott & White Medical Center - Frisco,47984,MED,HACK
6040,2009,Federal Aviation Administration,48000,GOV,HACK
6041,2016,"Select Pain & Spine Dr. Christopher T. Sloan, D.P.M.",48000,MED,HACK
6042,2014,KeyPoint Government Solutions,48439,BSO,HACK
6044,2014,North Carolina Department of Health and Human Services,48752,MED,DISC
6045,2014,North Carolina Department of Health and Human Services,48752,MED,DISC
6048,2013,"Michigan Department of Community Health, Michigan Cancer Consortium ",49000,MED,HACK
6049,2014,Orthopaedic Specialty Institute Medical Group,49000,MED,PHYS
6050,2013,Kaiser Foundation Hospital- Orange County,49000,MED,PHYS
6051,2014,Iron Mountain,49714,MED,PHYS
6052,2008,"New York-Presbyterian Hospital, Weill Cornell Medical Center ",49841,MED,INSD
6053,2011,Providencenightlife.net,50000,BSO,HACK
6056,2010,California Department of Health Care Services,50000,GOV,DISC
6057,2012,"Piedmont Behavioral Healthcare (PBH), Alamance-Caswell LME (AC LME)",50000,MED,DISC
6058,2012,ITWallStreet.ccom,50000,BSO,HACK
6059,2014,Statista,50000,BSO,HACK
6060,2014,Arkansas State University College of Education and Behavioral Science's Department of Childhood Services,50000,EDU,HACK
6061,2015,Uber Technologies Inc.,50000,BSO,HACK
6062,2015,Regional Income Tax Agency,50000,GOV,PORT
6063,2016,Regional Income Tax Agency,50000,BSF,PHYS
6064,2016,Infowars/ Prison Planet TV,50000,BSO,HACK
6065,2017,Wells Fargo,50000,BSF,DISC
6066,2018,"Advanced Law Enforcement Rapid Response Training, Texas State University",50000,EDU,DISC
6068,2015,Lancaster County EMS,50000,MED,PHYS
6069,2015,AT&T Group Health Plan,50000,MED,HACK
6070,2012,Alamance Caswell Local Management Entity,50000,MED,DISC
6072,2014,"InSync Computer Solutions, Inc.",50918,MED,
6075,2008,Agilent Technologies,51000,BSO,PORT
6076,2008,Montgomery Ward,51000,BSR,HACK
6077,2009,North Carolina Libraries,51000,EDU,HACK
6078,2017,Network Health,51232,MED,HACK
6079,2009,Mitsubishi Corp.,52000,BSR,HACK
6080,2016,Valley Hope Association,52076,MED,PORT
6081,2016,Valley Hope Association,52076,MED,PHYS
6082,2010,University of North Florida,52853,EDU,HACK
6083,2010,University of Hawai'i,53000,EDU,STAT
6084,2017,Onco360 and CareMed Speciality Pharmacy,53173,MED,HACK
6085,2018,Onco360 and CareMed Specialty Pharmacy,53173,MED,HACK
6086,2017,Orrstown bank,54000,BSF,UNKN
6087,2010,"Praxair Healthcare Services, Inc. (Home Care Supply in NY)",54165,MED,PHYS
6088,2015,Molina Healthcare,54203,MED,PHYS
6089,2014,Veterans Of Foreign Wars Of The United States,55000,NGO,HACK
6090,2008,Florida Agency for Health Care Administration,55000,GOV,DISC
6091,2008,Chester County School District,55000,EDU,HACK
6092,2014,Bartell Hotels,55000,BSO,HACK
6093,2012,Cancer Care Group,55000,MED,PORT
6094,2012,"Cancer Care Group, P.C.",55000,MED,PHYS
6095,2011,Lebanon Internal Medicine Associates,55000,MED,PHYS
6096,2014,Banner Health,55207,MED,
6097,2017,"ABCD Pediatrics, P.A.",55447,MED,HACK
6098,2016,Horizon Healthcare Services Inc. doing business as Horizon Blue Cross Blue Shield of New Jersey and its affiliates,55700,MED,DISC
6099,2014,Sutherland Healthcare Solutions,55900,MED,PHYS
6100,2018,Dignity Health,55947,MED,DISC
6101,2013,"RentPath, Inc. (Primedia)",56000,BSO,INSD
6102,2010,Emergency Medical Services Bureau,56000,GOV,HACK
6103,2008,Advance Auto Parts,56000,BSR,HACK
6104,2009,Suncoast Schools Federal Credit Union,56000,BSF,HACK
6105,2017,Enterprise Services LLC,56075,MED,DISC
6106,2013,"Stanford School of Medicine & LP Children Hosp, Privacy Manager Breach",56500,MED,PHYS
6107,2015,Boston Baskin Cancer Foundation,56694,MED,PORT
6108,2015,Boston Baskin Cancer Foundation,56694,MED,PHYS
6109,2012,"Omnicell, Inc.",56820,MED,PHYS
6110,2014,Triple-S Salud,56853,MED,DISC
6112,2008,Aon Consulting,57160,BSF,PORT
6113,2010,"Connecticut Department of Education, State Teachers' Retirement Board",58000,GOV,PORT
6115,2009,Idaho National Laboratory,59000,GOV,PORT
6116,2016,Ohio Department of Mental Health and Addiction Services,59000,MED,DISC
6117,2013,Los Angeles Gay & Lesbian Center,59000,NGO,HACK
