,Year of Breach,Company Name,City,State,Date Made Public,Type of Organization,Total Records,Description of Incident,Information Source
5931,2011,Boulder Community Hospital,Boulder,Colorado,6/17/2011,MED,74,"A contract nurse is accused of accessing patient information without authorization.  He faces a 90-count felony indictment.  He allegedly used the Social Security numbers and other private information found in patient files to open credit cards in patients' names.  The nurse was hired through a staffing agency.  He worked at Boulder Community between May 1, 2010 and January 7, 2011.  Police later notified Boulder Community on May 11, 2011 that the former employee was suspected of stealing patient demographic information from other hospitals.UPDATE (9/27/2011): The nurse faces five counts of identity theft and 46 counts of theft of medical records in connection to this incident.  The former employee worked at a staffing agency and performed work for numerous Centura Health facilities, the Platte Valley Medical Center, and Boulder Community Hospital.  UPDATE (12/6/2011): The nurse was sentenced to six years probation after being charged with multiple felony counts of identity theft and theft of medical records.  It was also revealed that the dishonest employee worked at St. Anthony's Hospital in Lakewood, Colorado.  ",PHIPrivacy.net
5932,2011,Foothills Nephrology Associates,Spartanburg,South Carolina,6/21/2011,MED,"1,280","A company laptop was stolen from physician's vehicle on the night of April 27.  Patient names, dates of birth and clinical information were on the laptop.  It did not contain Social Security numbers or financial information.",PHIPrivacy.net
5933,2011,RxAmerica and Accendo Insurance Company,Salt Lake City,Utah,6/24/2011,MED,"176,300","Medicare Part D beneficiaries enrolled in Prescription Drug Plans may have had their information exposed.  A formatting mistake made member names, ID numbers, drug names and dates of birth viewable through the envelope window of letters sent.UPDATE (7/27/2011): Current and former Molina Medicare, Healthy Advantage HMO SNP, and ChoicePartners Medicare HMO members were also affected.UPDATE (10/28/2011): An additional 1,378 Windsor Health Plan enrollees were affected as well.",PHIPrivacy.net
5934,2011,Blue Cross and Blue Shield of Florida (BCBSF),Jacksonville,Florida,6/30/2011,MED,"3,500","An April 2011 mailing error caused 3,500 member healthcare statements to be mailed to incorrect addresses.  The statements were mailed to the former addresses of members and contained names, insurance numbers, diagnoses codes and descriptions, procedure codes and descriptions, prescription names and provider names.",PHIPrivacy.net
5935,2011,Colorado Department of Health Care Policy and Financing (HCPF),Denver,Colorado,7/1/2011,GOV,"3,590","A disk with the information of medical-aid applicants was lost on its way between HCPF and another agency. It contained applicant names, state identification numbers, and addresses. The disk was discovered missing on May 6.",PHIPrivacy.net
5936,2011,Concord Hospital,Concord,New Hampshire,7/1/2011,MED,40,An audit of Concord's system revealed that an employee accessed the records of 40 patients without proper authorization. It appears that the employee was checking the files of friends and family.  Concord discovered the breach on May 11.,PHIPrivacy.net
5937,2011,"Barnes-Jewish Hospital, The Siteman Cancer Center, Washington University",Saint Louis,Montana,7/3/2011,MED,0,"A laptop containing unencrypted patient information was stolen during the weekend of December 4, 2010.  It contained the names, Social Security numbers, dates of birth, addresses, phone numbers, email addresses, medical records, diagnoses, lab results, insurance information and employment information.  The Siteman Cancer Center is a joint venture between Washington University and Barnes-Jewish Hospital.  A group of patients is suing all three groups for notifying patients eight weeks after the theft.  At least one patient experienced identity theft as a result of the breach.",PHIPrivacy.net
5938,2011,Sutter Gould Medical Foundation (SGMF),Stockton,California,7/5/2011,MED,"1,200","Around 1,200 patient records were misplaced on May 27 and were buried in a landfill.  The box of records contained patient names, Social Security numbers, addresses, diagnostic test results, provider notes and correspondence, disability forms and insurance information.  An unnamed SGMF vendor is responsible for displacing the box.",PHIPrivacy.net
5939,2011,Hurley Medical Center,Flint,Michigan,7/7/2011,MED,"1,938","A laptop was discovered missing in May.  It was held in a locked room in Hurley, but it was not encrypted or password protected.  The laptop contained the names, heights, weights, dates of birth, medical record numbers and lung function test results of 1,938 patients who visited Hurley between 2007 and May of 2011.  A total of 10 out of 150 of Hurley's laptops were not encrypted at the time of the discovery.",PHIPrivacy.net
5940,2011,"Troy Regional Medical Center (TRMC), Southern Records Management Inc.",Troy,Alabama,7/7/2011,MED,880,"TRMC discovered that someone had removed paper records that contained the information of approximately 880 patients.  The unauthorized access and removal happened in early 2011 and was reported to TRMC by law enforcement on May 20, 2011. Affected patients had their names, Social Security numbers, addresses, dates of birth and medical record numbers exposed.  It appears that some of the personal information was used to file fraudulent income tax returns with the IRS.UPDATE (06/13/2012): A woman was arrested on felony charges for allegedly conspiring with others to steal the information of 880 patients while she worked with Southern Records Management at TRMC.  The 22-count felony indictment includes allegations of fraud against the U.S. government as part of a tax fraud scheme.  UPDATE (10/26/2012): A former Southern Records Management employee working for Troy between June 13, 2010 and March 25, 2011 pled guilty to one count of conspiring to defraud the government regarding claims, one count of fraud in connection with identification documents, a count of fraud in connection with computers, and a count of aggravated identity theft.UPDATE (02/07/2013): The dishonest employee was sentenced to 65 months in prison.UPDATE (05/24/2013): A second co-conspirator pleaded guilty to the theft of government money, fraudulent use of debit cards, and aggravated identity theft.  She received 10 years in prison.  A total sum of $1,198,063 was fraudulently obtained through fake tax refunds.UPDATE (06/13/2013): Another conspirator was convicted of ID theft and tax fraud after pleading guilty to theft of government money, fraudulent use of debit cards, and aggravated identity theft.  The court ordered a 10-year prison sentence for the conspirator.",PHIPrivacy.net
5941,2011,Excela Health,Jeannette,Pennsylvania,7/8/2011,MED,0,"A computer was stolen from the radiology department of the Jeannette campus of Excela.  It contained patient names, dates of birth and types of exam performed.",PHIPrivacy.net
5942,2011,Colorado Springs Hospital - Memorial Health System,Colorado Springs,Colorado,7/12/2011,MED,"2,500","A nurse from the occupational health clinic accessed the records of 2,500 Memorial Hospital patients without cause.  The nurse had access to patient records through Physician Link, but was not a Memorial employee, and had no medical or work-related reason for accessing the records. She was fired and claims to have used the database to look up contact information for family and friends, as well as for other reasons. The nurse also feels that she was singled out and claims that many other employees in the medical community use databases in this way.",PHIPrivacy.net
5943,2011,Metropolitan Health District,San Antonio,Texas,7/13/2011,MED,0,"Two San Antonio city employees pleaded guilty to charges related to using stolen Social Security numbers.  One member of the couple stole Social Security numbers from patients at a Metropolitan Health District. Multiple Social Security cards with different numbers were found during a raid of the couple's home.  The other member of the couple worked for the San Antonio Public Works Department.UPDATE (12/17/2011): One member of the couple received five months in jail, five months of house arrest, and two years of federal supervision for her crimes and for violating her position of trust as a city employee. She had been hired to work as an administrative assistant for a tuberculosis program at the Metropolitan Health District clinic through a temp agency.  The other member received five years of probation with six months of home confinement.  ",PHIPrivacy.net
5944,2011,Walgreens.com,Deerfield,Illinois,7/13/2011,BSR,0,"Walgreens customers saw the prescription information of other customers when they attempted to log into their accounts on the Walgreens.com site.  The website problem existed for at least two months and also allowed customers to see the phone numbers, names of prescribing doctors, names of medications, the amount the prescriptions were purchased for and the dates of the purchases. A customer alerted a local store to the problem, but had to contact the media when the problem persisted two months later.",PHIPrivacy.net
5945,2011,Psychiatric Times,Minneapolis,Minnesota,7/15/2011,BSO,"1,400",Users who responded to a survey on ethical dilemmas may have had their names and email addresses exposed for approximately 16 hours.  The survey results were posted on the Psychiatry Times website on June 7th.  The website post contained a link to the responses to the survey questions.  This somehow provided enough information for the names and emails or respondents to be determined.  The link was deleted and the survey was disabled shortly after the discovery.  Users were notified of the error on June 10.,PHIPrivacy.net
5946,2011,University of Maryland Medical Center,Baltimore,Maryland,7/15/2011,MED,0,"A former employee of the University of Maryland Medical Center and three other people collaborated to steal the identities of patients.  The former medical center employee allegedly stole the patient information of people who had paid for medical treatment between July 2009 and June 2011.  His co-conspirators then used the information to open credit cards, obtain cash advances and make purchases in victims' names.  The four people were arrested and face a maximum sentence of 30 years in prison for conspiracy, in addition to charges related to bank fraud and aggravated identity theft.UPDATE (10/12/2012): A former employee was sentenced to six months of home detention and ordered to pay $22,000 in restitution.  He claimed that he took the patient records home in order to conceal work that he had not completed and submit false reports.  At least two other people used the patient records to commit fraud. ",PHIPrivacy.net
5947,2011,DeKalb Medical - Hillandale,Hillandale,Georgia,7/16/2011,MED,"7,500",Patient information was stolen from the Hillandale facility and used to file fraudulent tax returns with the Internal Revenue Service.  Patients who visited DeKalb's Hillandale facility between July and October 2010 may have had their information exposed.  It appears that affected individuals between the ages of 17 and 20 were the group affected by the filing of fraudulent tax returns.  The United States Secret Service alerted DeKalb and it is believed that the breach was just one of many similar breaches in Georgia and Alabama.  DeKalb did not reveal how the information was taken.,PHIPrivacy.net
5948,2011,Beth Israel Deaconess Medical Center,Boston,Massachusetts,7/18/2011,MED,"2,012","A vendor failed to restore computer security controls following routine maintenance.  A virus was later discovered on a computer that contained names, medical record numbers, genders, dates of birth, and the date and name of radiology procedures for patients.  The virus transmitted encrypted data files to an unknown location.  The computer was cleaned and had its software re-installed to clear the virus. ",PHIPrivacy.net
5949,2011,Kitchen Place,Norfolk,Nebraska,7/18/2011,BSR,0,"Items on display at a bankruptcy auction involving the Kitchen Place included two cabinets with customer information and shelved boxes with employee information.  Past customer credit card and bank account numbers, methods of payment and home floor plans were kept in the cabinets.  Shelves for sale carried boxes of employee information which included names, Social Security numbers and other personal and payroll information. Anyone looking over the auction items could have accessed the information.  At least one person purchased an item that held customer information and subsequently dumped the papers in the parking lot.",PHIPrivacy.net
5950,2011,Wellness Centers of Atlanta,Alpharetta,Georgia,7/30/2011,MED,0,Patient records were left in an abandoned pain clinic.  The new owner reported the discovery to police.  Hundreds of files with medical information of former patients were discovered.  It is unclear if anyone else accessed the information.,PHIPrivacy.net
5951,2011,Mills-Peninsula Medical Center,Burlingame,California,8/1/2011,MED,"1,438","A relative of a mail room employee discovered sensitive documents at the employee's residence and returned them in June of 2011.  The employee had taken home medical documents between November of 2009 and September of 2010.  The records consisted of patient names and diagnostic test results.  Fifteen of the documents included patient addresses and insurance identification or Social Security numbers.  The employee was fired.  UPDATE (10/22/2011): A total of 1,438 people were affected by the breach.  The former employee was charged with embezzlement and forgery.  She claims that she was overwhelmed with sorting the documents at work and that she planned to dispose of them properly.",PHIPrivacy.net
5952,2011,"Pocatello Family Medicine, Idaho State University",Pocatello,Idaho,8/2/2011,MED,0,"The firewall protecting computerized records was accidentally left inactive for nine months.  It was disabled during maintenance in August of 2010, but was never restored.  The problem was discovered when IT staff assisted an employee on May 18, 2011.  It appears that an electronic medical record for the clinic that was stored on the server was never accessed during that time.  Other information on the server included scanned images of drivers licenses and insurance cards.  There is also no evidence that these records were accessed, downloaded or printed. It does appear that someone downloaded movies and a television program onto the site in order to use the storage space and illegally sell access to the material.  UPDATE (05/22/2013): The information of 17,500 patients was exposed.  The Department of Health and Human Services released a resolution agreement on May 21 for HIPAA violations related to the breach.  The release can be found here: http://www.hhs.gov/ocr/privacy/hipaa/enforcement/examples/isu-agreement.pdfUPDATE (05/30/2013): The University of Idaho agreed to pay $400,000 and upgrade security procedures in the settlement agreement.",PHIPrivacy.net
5953,2011,Department of Veterans Affairs,Washington,District Of Columbia,8/3/2011,GOV,0,The inspector general at the VA found that IT contractors had accessed the VA's electronic health record system without appropriate security clearances.  An tipster had left a message about the situation on a departmental hotline in the summer of 2010.  Contractor personnel were found to be improperly sharing user accounts when accessing VA networks and the Veterans Health Information System and Technology Architecture systems. Employees of the contracting company were unaware of proper IT security protocol.,PHIPrivacy.net
5954,2011,"The Brigham, Women's/Faulkner Hospital",Boston,Massachusetts,8/5/2011,MED,638,"A physician who worked for both hospitals left an external hard drive in a piece of luggage.  The luggage was lost in a cab on or around June 21. Information related to inpatient hospital stays from July 10, 2009, to January 28, 2011, may have been on the hard drive.  The types of information that could have been on the device include patient names, medical record numbers, dates of admission, medications, and information about diagnosis and treatment.",PHIPrivacy.net
5955,2011,Department of Veterans Affairs,Fayetteville,North Carolina,8/8/2011,GOV,0,"A dishonest VA worker used his tax return preparation business to submit fraudulent tax returns.  VA patient personal information such as names, Social Security numbers and birth dates were used to create fake dependents on people's tax returns.  The VA worker then collected fees from customers in exchange for fraudulently increasing the dollar amount of their tax returns. He was convicted in February and sentenced to 11 years in federal prison. The employee handled information from VA patients in North Carolina and Virginia.",PHIPrivacy.net
5956,2011,"Reznick Group, AssureCare Risk Management Inc, Colonial Healthcare Inc, Gypsum Management and Supply",Plymouth,Minnesota,8/12/2011,BSF,"25,330","Reznick's former service provider AssureCare reported a breach of a server that contained Reznick information.  The information from employee benefits plans from 2001 to 2006 could have been accessed by outside parties.  Current and former employees and their spouses may have had their names, Social Security numbers, addresses, dates of birth and medical information exposed.  The server was accessed by external intruders on May 9 and May 10 of 2011.UPDATE (10/13/2011): Employees enrolled in Gypsum's health and dental care plans were also affected.",PHIPrivacy.net
5957,2011,St. Francis Hospital,Wilmington,Delaware,8/13/2011,MED,474,"A doctor lost a thumb drive that contained the personal health care information of 474 maternity patients.  It did not contain names, financial information or SSNs.  The thumb drive was returned to the doctor on June 11 by an anonymous sender.  The doctor had not realized it was missing and reported the incident to St. Francis on June 13.  The doctor was authorized to remove the thumb drive from the Hospital, but it should have been encrypted and password protected.",PHIPrivacy.net
5958,2011,University of Missouri Health Care,Columbia,Missouri,8/19/2011,MED,"1,288","On June 14, University of Missouri Health Care officials
failed to receive an expected delivery of copies of patient billing information
and immediately notified the University of Missouri Police Department.  The package had been sent via private
courier to University of Missouri Health Care from a Kansas City bank that
serves as the clearinghouse for the University of Missouri Health Care’s
billing.  The package included
copies of payments received by the bank between June 6 and June 13 and would
have exposed bank account numbers, partial credit card numbers, names and
addresses.  Notification letters
were sent on June 21. University of Missouri Health Care has terminated its
contract with the courier responsible for delivering the missing package.  Affected parties are advised to contact
their banks or credit card companies and change their account or card numbers.UPDATE (1/26/2012): Privacy Rights Clearinghouse received documentation that revealed people in Columbia were affected by the breach.",PHIPrivacy.net
5959,2011,Mount Sinai Multispecialty Physicians Practice,New York City,New York,8/19/2011,MED,720,"Two laptop computers were discovered missing from Mount Sinai's office in Long Island City, Queens.  A public notice was made on July 11 of 2011.  The laptops contained the names, Social Security numbers and diagnosis information of patients.  Mount Sinai encrypted all hard drives that contained confidential information in order to protect patients in the future.",PHIPrivacy.net
5960,2011,"Texas Health Presbyterian Hospital Flower Mound, Texas Health Partners",Flower Mound,Texas,8/22/2011,MED,"10,345","An employee's company-issued laptop was stolen on June 21, 2011.  The theft was reported immediately, but the laptop was not recovered.  It contained 1) physical descriptions such as age, gender, weight, and height, 2) medical information such as date and time of admission, date and time of laboratory order, lab results, dates of service, diagnosis, discharge instruction and summary, name of physician, insurance, procedure, room number, medical history, and medical record number, and 3) personal information that included employer, marital status, phone number, name of account guarantor, and Social Security number for a small number of patients.",PHIPrivacy.net
5961,2011,Northwestern Counseling and Support Services,St. Albans,Vermont,8/23/2011,MED,12,"A thief stole a petty cash lockbox from Northwestern Counseling's office sometime between June 18 and June 27.  The lockbox contained cash, as well as itemized receipts with client Social Security numbers.  Affected clients were notified of the breach in early July.",PHIPrivacy.net
5962,2011,meridianEMR,Livingston,New Jersey,8/23/2011,BSR,0,"On June 16, 2011, meridianEMR announced that it had filed a lawsuit against Intuitive Medical Software (UroChart).  meridianEMR's Advanced Monitoring System detected copying activities on meridianEMR's server.  meridianEMR immediately contacted Intuitive in response to the discovery.  A second group called The Shappley Clinic was also accused of accessing meridianEMR's data and placing patients in meridianEMR's system at risk.  The lawsuit contends that UroChart and another party have and have had unlawful access to patient information in violation of patient privacy rights.  UroChart is accused of violating New Jersey's Computer Related Offenses Act and behaving willfully and intentionally with malice.",PHIPrivacy.net
5963,2011,"Living Healthy Clinic, University of Wisconsin - Oshkosh College of Nursing",Oshkosh,Wisconsin,8/27/2011,MED,"3,000","A computer security breach that occurred in July may have exposed the information of uninsured Winnebago County residents who sought health services.  The information included names, Social Security numbers, addresses, and the health records of a limited number of people. The breach was discovered when University technology staff identified evidence of a computer virus on a desktop computer. There was no indication that unauthorized parties attempted to download information.",PHIPrivacy.net
5964,2011,The Lexington VA Medical Center,Lexington,Kentucky,8/27/2011,MED,"1,900","An employee took a laptop home without authorization.  It contained patient names, dates of birth, the last four digits of patient Social Security numbers, and medical diagnoses.  The employee's actions were not believed to be intentionally malicious.",PHIPrivacy.net
5965,2011,Pacific Retina Specialists,Seattle,Washington,9/2/2011,MED,60,"At least 60 patients had their records stolen by a billing technician during late 2010.  The information included names, Social Security numbers, dates of birth, addresses and health insurance policy numbers.  Many patients who used Medicare Advantage plans at the clinic were affected.  The former employee and an accomplice also forged the names of three doctors on prescription forms.  The patient prescription information was then used to obtain narcotic prescription drugs worth thousands of dollars.  The former employee was sentenced to five years in prison.  ",PHIPrivacy.net
5966,2011,North Bay Regional Health Centre,Napa,California,9/7/2011,MED,"5,800",A privacy audit uncovered a breach caused by an employee.  The employee accessed health information for persons other than those with whom they provided care.  These inappropriate accesses date back to 2004.  Only affected patients received a letter notifying them of the breach and offering suggestions for personal security.UPDATE (03/02/2013): The employee was a registered nurse and will receive a hearing in June of 2013.  No prosecution has occurred.,PHIPrivacy.net
5967,2011,Stanford University Hospital and Clinics,Palo Alto,California,9/8/2011,MED,"20,000","The medical records of about 20,000 emergency room patients were posted on a commercial website for nearly a year.  It is unclear how the spreadsheet with names, account numbers, admission and discharge dates, billing charges and diagnosis codes came to be on the website.  The information was not financially sensitive.  The website was called ""Student of Fortune"" and allowed students to pay for assistance with their school work.  The spreadsheet was posted in relation to a question about how to convert the data into a bar graph.  A former patient reported the availability of the spreadsheet on August 22.UPDATE (10/3/2011): A class-action lawsuit for $20 million has been filed against Stanford University Hospitals and Clinics (SHC) and Multi-Speciality Collection Services, LLC (MSCS). It was filed on September 28 and about $1,000 for each of the 20,000 affected is sought.  MSCS is a former billing vendor of SHC and was operating under a contract that specifically required it to protect the privacy of patient information.    UPDATE (10/5/2011): The source of the breach was confirmed by the Hospital and contractors.  MSCS's marketing agent sent the electronic spreadsheet to a job prospect as part of a skills test.  The applicant asked for help through the Student of Fortune website.  ",PHIPrivacy.net
5968,2011,Indiana University School of Medicine,Indianapolis,Indiana,9/9/2011,EDU,"3,192","A laptop with sensitive information was stolen from a physician's car on Tuesday, August 16 of 2011.  It contained patient information such as name, age, sex, diagnosis, medical record number, and in 178 cases, Social Security numbers.  Individuals were notified on September 2.",PHIPrivacy.net
5969,2011,Methodist Hospital,Houston,Texas,9/9/2011,MED,0,Three people are accused of using cancer and transplant patient files from Methodist Hospital to make fraudulent purchases.  A dishonest employee took the birth dates and Social Security numbers of patients and passed them along to two co-conspirators.  The trio then opened accounts and took out loans in the names of at least five patients.  They face life in prison if convicted.,PHIPrivacy.net
5970,2011,Bonney Lake Medical Center,Bonney Lake,Washington,9/13/2011,MED,"2,370","An August 12 office burglary resulted in the loss of several computers and a main computer server with patient information.  Patient names, Social Security numbers, addresses, insurance information, and medical records may have been exposed.  ",PHIPrivacy.net
5971,2011,Brandywyne Healthcare Center,Winter Haven,Florida,9/15/2011,MED,83,"A nurse was arrested and charged with grand larceny, ID theft, and scheming to defraud several elderly patients.  The nurse collected patient information and texted it to a co-conspirator.  The co-conspirator then used the information to obtain fraudulent tax returns in the names of the victims.  Over 30 of the 83 victim records found at the co-conspirator's home were from the Brandywyne Health Center.",PHIPrivacy.net
5972,2011,Veterans Administration Medical Center (Biloxi),Biloxi,Mississippi,9/16/2011,GOV,"1,814","The VA believes an employee's office at the Veterans Administration Medical Center in Biloxi was inappropriately accessed without proper authorization on July 21.  A number of medical files with veteran names, Social Security numbers, dates of birth and other personal information like medical diagnoses were found spread on the office floor.  The breach could affect veterans, deceased veterans and VA employees in seven counties in southern Mississippi, four counties in southern Alabama, and seven counties in the Florida Panhandle. ",PHIPrivacy.net
5973,2011,Xavier University,Cincinnati,Ohio,9/16/2011,EDU,0,"Sensitive student athlete medical records were misplaced by a coach who was transplanting them to an athletic event.  A recently released prisoner found the documents and attempted to sell them back to the University for $20,000.  The man was caught, pled guilty to extortion, and was sentenced to two years in prison.",PHIPrivacy.net
5974,2011,ProMedica,Toledo,Ohio,9/20/2011,MED,14,"A mail sorting machine mistake caused sensitive information to be mailed to unintended patients.  The breach was discovered when a patient opened a letter that contained her name and address, but the financial assistance application of a different patient.  Names, addresses, dates of birth, phone numbers, and Social Security numbers were exposed.",PHIPrivacy.net
5975,2011,Good Samaritan Hospital,Baltimore,Maryland,9/20/2011,MED,0,A man posing as a vendor took two barrels of old X-ray film.  The film contained medical data from over five years ago.  It had been put aside for destruction or recycling.  Authorities believe the thief wanted to extract the silver contained in the films.,PHIPrivacy.net
5976,2011,Veterans Affairs Illiana Health Care System,Illiana,Illinois,9/23/2011,MED,518,"An appointment book was discovered missing on July 14.  It contained the last names and last four digits of veterans' Social Security numbers.  It is unclear where the book was taken from, but it is clear that it was not properly safeguarded.",PHIPrivacy.net
5977,2011,"Summit Medical Group, Emory Family Practice, Fountain City Family Physicians, Office of Dr. Kenneth Reese",Knoxville,Tennessee,9/28/2011,MED,750,"The September 4 theft of documents from an employee's car resulted in the exposure of patient names and diagnoses.  The car was parked at the employee's home.  Summit Medical Group account numbers, dates of birth, primary physician's names, names of hospitals, and dates of discharges were exposed.",PHIPrivacy.net
5979,2011,Florida Hospital,Orlando,Florida,9/30/2011,MED,"12,000","Patients who visited emergency departments of three Central Florida county Florida Hospitals between January 1, 2010 and August 15, 2011 may have had their information improperly accessed by one or more employees.  Patient names, Social Security numbers, dates of birth and insurance information were exposed.  Several employees were fired for misconduct, but one employee was fired for viewing patient information without authorization for the purpose of identifying motor vehicle accident victims.  The hospital launched an investigation after a car-accident victim felt that a soliciting attorney had somehow obtained his medical information.UPDATE (10/19/2011): The FBI is now investigating the disclosure of patient information.  It appears that three employees sold accident victim data to an attorney referral service.  Former patients have also been contacted by funeral homes and at least one patient became an identity theft victim.UPDATE (08/18/2012): One dishonest employee who worked at Florida Hospital Celebration allegedly viewed the emergency room records of 763,000 patients. A total of 12,000 patients from the group of 763,000 were contacted by the Hospital and notified of the risk of identity theft.UPDATE (10/22/2012): The former employee worked at Florida Hospital from July 2006 until July 2011 and was responsible for registering emergency patients.  The scam involved patient phone referrals to a lawyer or chiropractor who knew details about car accidents and hospital treatments. The dishonest employee had illegally gathered the patient information during emergency visits. He pleaded guilty to conspiracy to obtain health information and wrongful disclosure of health information. UPDATE (01/07/2013): A man associated with Metro Chiropractic and Wellness Center and City Lights Medical Center pleaded guilty to charges related to illegally obtaining patient information from two spouses who worked at Florida Hospital Celebration. He was charged with one count of conspiracy to defraud the United States and four counts of making a payment to a non-licensed physician.UPDATE (04/12/2013): One former patient affected by the breach has brought a lawsuit against Adventist Health System/Sunbelt, Inc.  Florida Hospital Celebration and 36 other hospitals compose the Adventist network. The former patient is alleging that their privacy rights as a patient were violated when Adventist Health System/Sunbelt Inc. failed to prevent emergency room works from selling access to their medical records.UPDATE (07/12/2013): The lawsuit that was filed in April was dismissed by a judge on July 3. Another lawsuit was then filed in Orange County Circuit Court in Orlando.",PHIPrivacy.net
5980,2011,"First Priority Life Insurance Company, Blue Cross of Northeastern Pennsylvania, Penn Foster",Scranton,Pennsylvania,9/30/2011,MED,500,"Around 500 employees were affected by the home theft of a laptop and sensitive papers.  A Blue Cross business associate took home reports that contained names, Social Security numbers, and addresses of First Priority policyholders.  The reports and laptop were stolen while the home was vacated due to flooding.  The laptop was recovered a few days later.",PHIPrivacy.net
5981,2011,Dentistry at the Crest,Aurora,Colorado,10/3/2011,MED,0,"Hundreds of sensitive dental patient records were found by a street sweeper.  They were scattered near a dumpster behind a shopping center.  The records appear to be from a dental practice in Lone Tree, a 20 mile journey.  The party responsible for the breach is unknown.  Billing records with patient names, Social Security numbers, dates of birth, and addresses were exposed.",PHIPrivacy.net
5982,2011,The Nemours Foundation,Wilmington,Delaware,10/7/2011,MED,"1,600,000","Three unencrypted computer backup tapes were reported missing on September 8.  The tapes were stored in a locked cabinet, which had been temporarily relocated on or around August 10 for a facility remodeling project.  The cabinet was not found.  The tapes had been stored in the cabinet since 2004 and contained patient information stored between 1994 and 2004.  Names, Social Security numbers, addresses, dates of birth, insurance information, medical treatment information, and direct deposit bank account information were exposed.UPDATE (10/12/2011): Patients and their guarantors, vendors, and employees at Nemours facilities in Delaware, Pennsylvania, New Jersey, and Florida were affected.  In addition to medical treatment information, the payroll information of current and former employees was exposed.  Nemours took steps to encrypt all computer backup tapes and move non-essential computer backup tapes to a secure, off-site storage facility after the breach.",PHIPrivacy.net
5983,2011,James A. Haley Veterans Hospital,Tampa Bay,Florida,10/7/2011,MED,0,"Hundreds of paper patient forms were compromised in May.  An off-duty Tampa police officer discovered the records in a Motel 6 in May. The occupants of the motel room were detained on identity theft charges.  The forms contained patient names, Social Security numbers, and dates of birth. The papers included Turbo Tax cards, receipts, and medical records from the Veterans Affairs hospital. At least one veteran had a fraudulent debit card charge. ",PHIPrivacy.net
5984,2011,Genentech Inc.,San Francisco,California,10/11/2011,BSR,0,"An unauthorized person may have gained access to Genentech's list of personal information for patients who used Genentech assistance to pay for their drugs.  The breach was discovered on August 17.  Names, Social Security numbers, addresses, phone numbers, dates of birth, email addresses, driver's licence numbers, medical information, and health insurance information may have been exposed.  ",PHIPrivacy.net
5985,2011,"United Healthcare Inc., Futurity First Insurance Group",Minnetonka,Minnesota,10/12/2011,MED,"7,602","A hard drive containing information on United Healthcare Medicare plan members was stolen from Futurity First Insurance Group.  Member names, Social Security numbers, and in some cases, birth dates and private health information were exposed.  Futurity First, United Healthcare's sales and marketing services provider, sent the hard drive to a vendor for repair.  The hard drive was stolen from the vendor on or around June 28 July 28 and reported stolen on August 12.  Futurity First then told United Healthcare on September 14. UPDATE (10/30/2011): Three additional organizations were affected by the breach.  A total of 705 members from Mutual of Omaha Insurance Company, 1,631 United of Omaha Life Insurance Company enrollees, and 3,994 United Health Group Health Plan in Minnesota enrollees were also affected in addition to the 582 originally reported.  Information from the Health and Human Services website also reveals that the hard drive was lost on July 28.UPDATE (11/4/2011): A total of 690 American Continental Insurance Company members from Tennessee were also affected by the breach.",PHIPrivacy.net
5986,2011,Neurological Institute of Savannah and Center for Spine (NIOS),Savannah,Georgia,10/13/2011,MED,"63,425","The July 2 car theft of a computer hard drive may have exposed patient information.  Patients who visited NIOS between January 1, 2006 and July 2, 2011 could have had their names, Social Security numbers, addresses, dates of birth, telephone numbers, and billing account data obtained. ",PHIPrivacy.net
5987,2011,Texas Health and Human Services,Austin,Texas,10/13/2011,GOV,"1,696","The theft of a laptop from a nurse's car may have exposed names, dates of birth, genders, Medicaid client identification numbers, procedure codes, diagnoses codes, and other health information.  The theft took place on March 10, 2011, but it was not until August that the risk to patient privacy was discovered.  A notice was sent on September 9.",PHIPrivacy.net
5988,2011,"Law Office of Ashley Bell, Department of Family and Children Services, Court Appointed Special Advocates (CASA)",Gainesville,Florida,10/16/2011,BSO,0,"Sensitive client files were found in a newspaper recycling bin at The Gainesville Times.  The files were related to the physical and sexual abuse of juveniles and client Social Security and phone numbers were exposed.  The breach may have been caused by a college intern who disposed of the files inappropriately.  Some files were as recent as 2009, but all cases were closed.",PHIPrivacy.net
5989,2011,"Spectrum Health Systems, Inc.",Worcester,Massachusetts,10/17/2011,MED,0,"The August 24 office theft of a hard drive resulted in the exposure of patient information.  No patient information was believed to have been exposed, but an investigation of the breach revealed that the hard drive had been stolen along with a laptop and a desktop computer.  It contained information from people who received Spectrum program services at the Westborough, Worcester, Milford, Framingham, Southbridge, Fitchburg, and Weymouth locations between 2002 and March of 2011.  Inpatient and outpatient names, Social Security numbers, diagnostic codes, medical insurance numbers, addresses, phone numbers, and dates of birth were exposed.",PHIPrivacy.net
5990,2011,Concordia Plan Services (CPS),St. Louis,Missouri,10/22/2011,MED,0,"Microfilm that contained the plan enrollment information of benefits members was lost by a delivery service sometime between February and May of 2011.  It contained names, addresses, dates of birth and in some cases Social Security numbers and limited medical information from the 1960's and 1970's.  A vendor received the microfilm from CPS on February 3rd.  The vendor attempted to transfer the microfilm to another company, but learned that the microfilm had been misplaced sometime prior to or during May.  CPS's vendor informed them of the situation on August 23.",PHIPrivacy.net
