Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,,,
4/27/2018,MedWatch LLC,,FL,DISC,MED,40621,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2018,,,,,
8/30/2018,"Greigh I. Hirata M.D. Inc, dba. Fetal Diagnostic Institute of the Pacific",,HI,HACK,MED,40800,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2018,,,,,
6/3/2010,Penn State,University Park,Pennsylvania,DISC,EDU,40806,"The Pennsylvania State University sent data breach notification letters to 15 806 individuals who at one time had their personal information, including Social Security numbers, stored in a university database. Penn State issued a press release statement on Wednesday informing the university community that a computer in its Outreach Market Research and Data office was found to be actively communicating with a botnet CNC. According to the statement, the database used by the office had previously contained Social Security numbers on individuals. The university, which discontinued use of SSNs for identification purposes in 2005, nevertheless found that an archived copy of the information went undetected in the computer’s cache.UPDATE (6/8/10): An additional 25,000 individuals may have been affected.",Dataloss DB,,2010,40.801944,-77.856389,,,
3/5/2006,Georgetown University,Washington,District Of Columbia,HACK,EDU,41000,"A server was attacked that housed personal information 
            including names, birthdates and Social Security numbers of District 
            seniors served by the Office on Aging.  Georgetown managed the server as part of a grant to manage information services provided by the D. C. Office of Aging.  ",Dataloss DB,,2006,38.895112,-77.036366,,,
6/30/2006,National Institutes of Health Federal Credit Union,Rockville,Maryland,UNKN,BSF,41000,"NIHFCU and law enforcement are investigating the identity theft of some of its 41,000 members. 
            No details were given on the type of information stolen, or how it was stolen.",Media,,2006,39.083997,-77.152758,,,
5/18/2018,"Bombas, LLC",,California,HACK,BSO,41000,"Bombas sells socks online using an outside vendor to develop and manage their website and a third party e-commerce platform for purchases. Malware in the code of the e-commerce platform was identified and initially removed from their website on January 15, 2015, and then finally removed on February 9, 2015. They cannot determine which transactions were impacted, and are sending notice to all of the approximately 41,000 customers who made a credit card purchase on the website during the period the malware may have existed, essentially from the date of launch of the website, September 1, 2013, until the day the identified malware was finally removed.What Information was Involved?The data accessed may have included personal information such as name, address, and credit card information.",Security Breach Letter,https://oag.ca.gov/system/files/Bombas%20Ad%20r4prf%20%28002%29_0.pdf,2018,37.09024,-95.712891,,,
12/19/2014,"The Corvallis Clinic, P.C.",,OR,PHYS,MED,41000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
1/30/2014,University of Wisconsin-Madison School of Pharmacy,,WI,PHYS,MED,41437,"Location of breached information: Loss
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
12/17/2007,West Penn Allegheny Health System,Pittsburgh,Pennsylvania,PORT,MED,42000,"The names, Social Security numbers, 
            phone numbers, addresses and patient care information of 42,000 patients 
            were all on a laptop computer stolen from a nurse's home. Only 
            home care and hospice patients could be impacted, not patients at 
            the hospitals.",Dataloss DB,,2007,40.440625,-79.995886,,,
7/17/2008,Bristol-Myers Squibb,Jacksonville,Florida,PORT,BSO,42000,"A backup computer-data tape containing 
            employees' personal information, including Social Security numbers, 
            was stolen recently. The backup data tape was stolen while being transported 
            from a storage facility. The information on the tapes included names, 
            addresses, dates of birth, Social Security numbers and marital status, 
            and in some cases bank-account information. Data for some employees' 
            family members also were on the tape.",Dataloss DB,,2008,30.332184,-81.655651,,,
12/15/2009,U.S. Army,Fort Belvoir,Virginia,PORT,GOV,42000,"A laptop computer belonging to a Family and Morale, Welfare and Recreation Command (FMWRC) employee was stolen.  Types of information compromised included name, Social Security number, home address, date of birth, encrypted credit card information, personal e-mail address, personal telephone number and family member information.",Dataloss DB,,2009,38.70971,-77.146988,,,
7/17/2012,"Safe Ride Services, Inc. ",Phoenix,Arizona,INSD,MED,42000,"A former employee may have accessed computer systems without authorization and accessed service files.  The incident or incidents occurred between August 31, 2011 and January 31, 2012. Employee personal information as well as patient demographic and insurance information were exposed.  It is unclear if the former employee was currently employed at the time of the incidents.  The incident was posted on the HHS website on June 8.",HHS via PHIPrivacy.net,,2012,33.448377,-112.074037,,,
10/5/2018,"Health First, Inc",,FL,HACK,MED,42000,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2018,,,,,
5/1/2012,"Safe Ride Services, Inc",,AZ,HACK,MED,42000,"Location of breached information: Hacking/IT Incident, Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
2/15/2016,"Alliance Health Networks, LLC",,UT,HACK,MED,42372,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
4/27/2018,CPT Group Inc.,,,UNKN,UNKN,42587,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2017,0,0,,,
6/27/2014,The Union Labor Life Insurance Company,,MD,PHYS,MED,42713,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
3/21/2018,Clinical pathology laboratories southeast inc,,,UNKN,UNKN,42720,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2017,0,0,,,
11/16/2010,Messiah College,Grantham,Pennsylvania,PORT,EDU,43000,"An external hard drive was lost or stolen.  Current, former and prospective students and their parents may have had their names, Social Security numbers, dates of birth and transcripts exposed.  The information was from the financial aid department and spans from 1994 to 2010.  Social Security numbers were not collected for all individuals involved, but exact number of individuals who had their Social Security or financial information exposed was not given.UPDATE (11/21/10): The drive was found by the employee responsible for it.  The likelihood that someone was able to access the information on the drive for a malicious purpose is very low or nonexistent. ",Databreaches.net,,2010,40.15648,-76.996366,,,
8/17/2011,Yale University,New Haven,Connecticut,DISC,EDU,43000,"A computer file containing the names and Social Security numbers of former faculty, staff and students was accidentally made accessible online.  The file contained information from 1999 and could be located through a Google search for 10 months.  A change in Google's search engine made the file accessible from September 2010 to July 1, 2011.  A person who performed a Google search on his name discovered the breach on June 30.",Databreaches.net,,2011,41.308153,-72.928158,,,
10/14/2006,T-Mobile USA Inc.,Bellvue,Washington,PORT,BSO,43000,"A laptop computer holding 
            personally identifiable information of approximately 43,000 current 
            and former T-Mobile employees disappeared from a T-Mobile employee's 
            checked luggage. T-Mobile has reportedly sent letters to all those 
            affected. The data are believed to include names, addresses, SSNs, 
            dates of birth and compensation information.",Dataloss DB,,2006,47.610377,-122.200679,,,
11/7/2018,Unified trust company n a,,,UNKN,UNKN,43000,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2017,0,0,,,
2/14/2013,Froedtert Health,Milwaukee,Wisconsin,HACK,MED,43000,"A computer virus was discovered on an employee's work computer account on December 14, 2012.  One of the files on the employee's computer contained patient names, addresses, telephone numbers, dates of birth, medical record numbers, names of health insurers, diagnoses, and other clinical information.  A limited number of Social Security numbers were also exposed.",PHIPrivacy.net,,2013,43.038903,-87.906474,,,
12/29/2017,Coplin Health Systems,,WV,PHYS,MED,43000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
3/24/2015,Freelancers Insurance Company,,NY,HACK,MED,43068,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
2/12/2013,Froedtert Health,,WI,HACK,MED,43549,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
12/1/2017,Henry Ford Health System,,MI,PHYS,MED,43563,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
8/28/2006,"Copart, Inc.",Fairfield,California,HACK,BSR,43764,"Hackers may have acquired the full names of customers, business and home addresses, telephone numbers, email addresses, driver's license numbers and possibly driver's license photographs.  The website breach was discovered on July 17 and customers were notified on August 28. No Social Security numbers or financial information was accessed.",Dataloss DB,,2006,38.249358,-122.039966,,,
1/7/2016,Aspire Indiana Inc.,Lebanon,Indiana,PORT,MED,43890,According to Health and Human Services Aspire Indiana Inc. suffered a data breach when a laptop was stolen from their facitlity. They did not report as to what specific personal information was on the laptop.More information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...,Government Agency,,2015,36.20811,-86.291102,,,
1/7/2015,"Aspire Indiana, Inc.",,IN,PHYS,MED,43890,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
2/26/2016,The Eye Institute of Corpus Christi,Corpus Christi,Texas,HACK,MED,43961,"""The Eye Institute of Corpus Christi, a full service eye care, 
diagnosis, and treatment clinic in Texas, has discovered that 
individuals gained access to the records of all of its patients, 
downloaded their protected health information from the EHR, copied those
 data, and provided them to two physicians formerly employed by the eye 
clinic.
The disclosed data include the names of patients, their addresses, 
contact telephone numbers, Social Security numbers, dates of birth, 
medical diagnoses, details of treatment, and health insurance details.""More Information: http://www.hipaajournal.com/data-breach-discovered-by-the-eye-institute-...More Information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf",Government Agency,,2016,27.800583,-97.396381,,,
2/26/2016,Eye Institute of Corpus Christi,,TX,PHYS,MED,43961,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
11/10/2010,"Holy Cross Hospital, Office of Dr. Elliot Stein",Fort Lauderdale,Florida,INSD,MED,44000,"A criminal investigation uncovered 38 patient files.  The files contained names, addresses, Social Security numbers, dates of birth and descriptions of initial diagnosis from Emergency Room visits.  An investigation that began in June showed that an employee was responsible; that employee was fired.  The employee may have inappropriately accessed 1,500 patient files between April 2009 and September of 2010.  The Hospital now limits the amount of key personal data included in the type of documents involved in the incident.UPDATE (2/17/2011): Five other suspects have been arrested within the past month.  Authorities learned of the fraud ring in May of 2010.UPDATE (4/15/2011): A former Holy
Cross Hospital employee was sentenced to prison for disclosing patient
information.  The woman was
sentenced to 24 months in prison with 12 months of home confinement, followed
by three years of supervised release. 
After being caught selling patient information from her employer, she
pleaded guilty to disclosing individually identifiable health information.UPDATE (6/21/2011): It was revealed that one of the other suspects is being charged with selling information from the office of Dr. Elliot Stein in Aventura. A criminal investigation uncovered lists of patient information from Dr. Stein that included names, Social Security numbers, addresses, dates of birth, and health information.",Databreaches.net,,2010,26.122308,-80.143379,,,
4/11/2016,FDIC,Washington,District Of Columbia,DISC,GOV,44000,"The FDIC announced a data breach that affected 44,000 customers when an employee who was leaving inadvertently downloaded sensitive information onto a portable hard drive device unknowingly.The FDIC has not provided the specific information that was compromised but did state that the employee had authority to access personal information  “for bank resolution and receivership purposes.”More Information: https://www.washingtonpost.com/news/powerpost/wp/2016/04/11/inadvertent-...",Media,,2016,38.907192,-77.036871,,,
1/10/2018,Broward College,Fort Lauderdale,Florida,HACK,EDU,44000,"On or about August 3, 2017, Broward College employees received a spam phishing email to their email accounts. The school learned that certain employees had clicked on the link and provided their credentials. Between July 18, 2017 and September 8 2017, Broward college determined that records were exposed including name, date of birth, address, social security number, financial account numbers, credit/debit card numbers, and/or driver's license or state identification card number. The breach affected 44,000 records.",Security Breach Letter,,2017,26.122439,-80.137317,,,
12/6/2013,Methodist Dallas Medical Center,,TX,DISC,MED,44000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
11/30/2007,Prudential Financial,Fort Washington,Pennsylvania,INSD,BSF,44023,"An employee who had authorized access to personal information was arrested and charged with stealing personal information and identity theft.  The employee took client names, Social Security numbers, dates of birth, addresses and bank account information.",Dataloss DB,,2007,40.138333,-75.191389,,,
5/27/2005,Cleveland State University,Cleveland,Ohio,PORT,EDU,44420,"A laptop containing personal information from applicants, current students, and former students was stolen from the University's admissions office.  The information included Social Security numbers and addresses from as far back as 2001.  Letters were sent to those affected.   UPDATE 
            (12/24/05):CSU 
            found the stolen laptop",Dataloss DB,,2005,41.499495,-81.695409,,,
7/16/2018,Blue springs family care p c,,,UNKN,UNKN,44977,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
2/12/2005,Science Applications International Corp. (SAIC),San Diego,California,STAT,BSO,45000,"On January 25 thieves broke 
            into a SAIC facility and stole computers containing personal information of past and current employees. Stolen information 
            included names, Social Security numbers, addresses, phone numbers and records of financial 
            transactions.",Dataloss DB,,2005,32.715329,-117.157255,,,
5/22/2007,"University of Colorado, Boulder",Boulder,Colorado,HACK,EDU,45000,"A hacker launched 
            a worm that attacked a University computer server used by the College 
            of Arts and Sciences. Information for 45,000 students enrolled at 
            UC-B from 2002 to the present was exposed, including SSNs. The breach 
            was discovered May 12. Apparently anti-virus software had not been 
            properly configured.",Dataloss DB,,2007,40.014986,-105.270546,,,
12/10/2007,Sutter Lakeside Hospital,Lakeport,California,PORT,MED,45000,"A laptop computer containing personal              and medical information of approximately 45,000 former patients, employees              and physicians has been stolen from the residence of a contractor.",Dataloss DB,,2007,39.042951,-122.915829,,,
6/12/2018,Nuance Communications,,California,INSD,BSO,45000,"Bank Info Security reports:Nuance Communications, which specializes in speech recognition software, says an unauthorized third party accessed one of its medical transcription platforms, exposing 45,000 individuals' records.See Also: Matching Application Security to Business NeedsSo far, it appears only one of its customers, the San Francisco Department of Health, has reached out to affected patients.. . . .Breach victims include patients who visited Zuckerberg San Francisco General Hospital and Laguna Honda Hospital. The health department says in a news release that it delayed notifying patients at the request of the FBI and Justice Department, which have been investigating the breach.Their investigation ""determined that a former Nuance employee breached Nuance's servers and accessed the personal information of thousands of individuals from several contracted clients, including the San Francisco Department of Public Health,"" the department says. ",Media,https://www.bankinfosecurity.com/nuance-communications-breach-affected-45000-patients-a-11002,2018,37.09024,-95.712891,,,
6/23/2009,Cornell University,Ithaca,New York,PORT,EDU,45277,"A stolen Cornell University computer 
          has compromised the personal information of thousands of members of 
          the University community. The computer contains the names and Social 
          Security numbers of current and former students as well as current and 
          former faculty and staff members.",Dataloss DB,,2009,42.440628,-76.496607,,,
5/29/2008,"State Street Corp, Investors Financial Services",Boston,Massachusetts,STAT,BSF,45500,"Computer equipment containing 
            personal information on customers and employees of a State Street 
            unit was stolen. The computer equipment was stolen from a vendor hired 
            by Investors Financial Services to provide legal support services. 
            The personal information included names, addresses and Social Security 
            numbers.",Dataloss DB,,2008,42.358431,-71.059773,,,
8/13/2010,"Holyoke Medical Center, Caritas Carney Hospital, Milton Hospital, Milford Hospital",Georgetown,Massachusetts,PHYS,MED,45600,"A large pile of medical records was found at Georgetown Transfer Station public dump. The reports contained names, addresses, diagnosis, Social Security numbers, and insurance information. A medical billing company known as Goldthwait Associates is believed to be responsible. The medical records are mostly from pathology patients served at the hospitals between 2007 and March of 2010.UPDATE (9/2/10): Holyoke reported that 24,750 patients were affected.  The exact number of patients affected from other medical centers is still unknown. Between 8,000 and 12,000 patients of Milton Hospital were affected.UPDATE (10/11/10): Milton Pathology Associates, P.C. reported that a prior owner of Goldthwait Associates improperly disposed of patient information. Eleven thousand patients were affected.  Milford Regional Medical Center reports that the incident affected 19,750 patients.UPDATE (01/07/2013): People associated with Goldthwait Associates, Chestnust Pathology Services, Milford Pathology Associates, Milton Pathology Associates, and Pioneer Valley Pathology Associates agreed to collectively pay $140,000 to settle allegations related to the breach.",PHIPrivacy.net,,2010,42.725,-70.991667,,,
4/4/2007,"University of California, San Francisco (UCSF)",San Francisco,California,HACK,EDU,46000,"An unauthorized party 
            may have accessed the personal information including names, Social 
            Security numbers, and bank account numbers of students, faculty, and 
            staff associated with UCSF or UCSF Medical Center over the past two 
            years by compromising the security of a campus server.",Dataloss DB,,2007,37.77493,-122.419416,,,
4/15/2014,Administracion de Seguros de Salud - Triple S Salud Inc (BA),,PR,PHYS,MED,46473,"Location of breached information: Theft
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
6/19/2017,Torrance Memorial Medical Center,,CA,HACK,MED,46632,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
2/8/2012,"West Virginia Chiefs of Police Association, Alabama Department of Public Safety, Texas Department of Public Safety, City of Mobile Police Department, Texas Police Chiefs Association, Texas Police Association",,West Virginia,HACK,BSR,46943,"A hacker obtained and revealed 156 home addresses, phone numbers, cell phone numbers, email addresses, and usernames of police officers associated with the West Virginia Chiefs of Police Association. Retired police chiefs, and every current police chief in West Virginia had their information exposed. The hacker was associated with Anonymous.UPDATE (08/24/2012): A hacker associated with the attack on West Virginia Chiefs of Police Association and several other law enforcement associations was caught and sentenced to 27 months in federal prison.  He was also ordered to pay $14,062.17 in restitution.  Alabama Department of Public Safety spreadsheets with information on sex crimes and a database listing descriptions of offenders' cars were posted online. Over 46,000 citizens in the state of Alabama may have had their names, Social Security numbers, license plate numbers, dates of birth, phone numbers, addresses, and criminal records accessed by hackers who attacked the City of Mobile Police Department. A total of 787 police officer names, usernames, plain text passwords, addresses, and other agency information from The Texas Police Association was posted online.  The Wisconsin Chiefs of Police Association, the Texas Department of Public Safety, the Dallas Police Department, and the Texas Police Chiefs Association also experienced hack attacks.",Databreaches.net,,2012,38.597626,-80.454903,,,
5/1/2007,JP Morgan,Chicago,Illinois,PORT,BSF,47000,"A computer tape containing 
            personal information of wealthy bank clients and some employees was 
            delivered to a secure off-site facility for storage but was later 
            reported missing.",Dataloss DB,,2007,41.850033,-87.650052,,,
7/16/2008,Greensboro Gynecology Associates,Greensboro,North Carolina,PORT,MED,47000,"A backup tape of patient information 
            was stolen from an employee who was taking the tape to an off-site 
            storage facility for safekeeping. The stolen information included 
            patients' names, addresses, Social Security numbers, employers, insurance 
            companies, policy numbers and family members.",Dataloss DB,,2008,36.072635,-79.791975,,,
6/24/2013,"Florida State University, Florida Department of Education",Tallahassee,Florida,DISC,EDU,47000,"The information of 47,000 Florida teachers was publicly accessible for 14 days after a data transfer at Florida State University.  The information was from teachers participating in state prep programs.  The Department of Education used Florida State University as the contractor for the transfer of teacher data.UPDATE (06/26/2013): People who participated in Florida teacher preparation programs during the 2009 -2010 and 2011-2012 academic years were affected.",Media,,2013,30.438256,-84.280733,,,
11/24/2014,Sony Pictures,New York,New York,HACK,BSO,47000,"Sony Pictures Entertainment has suffered a data breach when hackers posted threatening messages on company computers. According to a report the threat ""began with a skull appearing on screens, and then a strangely ominous 
message telling users they’d been hacked by something called #GOP. It 
gets more bizarre as the message claims this is just the beginning and 
then threatens to release documents by 11 PM this evening.""The company has completely shut down all email communications and employees are not allowed to use company computers while the entertainment giant works through where and what the threat is and if it is real. The original threat did not give specifics or communicate any kind of ""ransom"" for the data that had supposedly been hacked.More Information: https://deadline.com/2014/11/sony-computers-hacked-skull-message-1201295... UPDATE (12/5/2014): A data security analyst has discovered information leaked by the hacker (s) goes beyond what was originally reported.According to the security company Identity Finder, showed that leaked files included vast amount of personal data on ""more than 47,000 celebrities, freelancers, and current and former Sony employees"". 
 	""An analysis of 33,000 leaked Sony Pictures documents by data security 
software firm Identity Finder showed that the leaked files included the 
personal information, salaries and home addresses for employees and 
freelancers who worked at the studio. Some of the celebrities include 
Sylvester Stallone, director Judd Apatow and Australian actress Rebel 
Wilson, according to the Wall Street Journal, which first reported on the analysis"".
 	Additional information such as contracts, termination dates, termination reason and other data was also leaks. Unfortunately these files were in Excel format without any password protection.More Information: http://www.cnet.com/news/sony-hack-said-to-leak-47000-social-security-nu...UPDATE (12/16/2014): ""Sony Pictures Entertainment has been sued
by two self-described former employees who accuse the movie
studio of failing to protect Social Security numbers, healthcare
records, salaries and other data from computer hackers who
attacked it last month. The proposed class action lawsuit against Sony Corp's
  studio was filed on Monday in federal court in
Los Angeles. It alleges that the company failed to secure its
computer network and protect confidential information.""More Information: http://www.reuters.com/article/2014/12/16/sony-cybersecurity-classaction...UPDATE (06/16/2015): Sony Pictures Entertainment has been denied a dismissal of a lawsuit brought on by former employees who claim that their personal data was stolen in the 2014 hacking. The judge stated ""Sony created a ""special relationship"" with its employees by requiring 
them to provide personal information to be eligible for salaries and 
benefits.""More Information: http://www.businessinsider.com/r-sony-fails-to-dismiss-lawsuit-over-inte...UPDATE (09/02/2015): ""Lawyers for former Sony Pictures Entertainment 
employees whose data was breached last year say they have tentatively 
reached a settlement with the company. 
Wednesday's filing in a proposed class-action lawsuit does not detail
 settlement terms or how many current and former Sony employees would be
 covered by the settlement. 
Plaintiffs' attorney Daniel Girard wrote that he and fellow lawyers 
believe the settlement is favorable to employees whose personal, 
financial and medical information was posted online. 
Additional details about the settlement are expected to be filed in a Los Angeles federal court by mid-October.""More Information: http://www.usnews.com/news/entertainment/articles/2015/09/02/federal-son...",Media,,2014,40.712784,-74.005941,,,
12/5/2017,Oklahoma Department of Human Services,,OK,HACK,MED,47000,"Location of breached information: Hacking/IT Incident
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
5/16/2013,City of Akron,Akron,Ohio,HACK,GOV,47452,"The City of Akron's website and internal systems were hacked by a foreign group.  Files with 47,452 entries were posted online.  Names, Social Security numbers, account numbers, credit card numbers, credit card expiration dates, addresses, and other information were in the files.  The hacking attack appears to be part of an organized international effort to hack into various U.S. government websites.",Media,,2013,41.081445,-81.519005,,,
11/21/2014,Visionworks Inc.,,TX,PHYS,MED,47683,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
11/26/2018,Baylor Scott & White Medical Center - Frisco,,TX,HACK,MED,47984,"Location of breached information: Hacking/IT Incident
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2018,,,,,
5/12/2006,Mercantile Potomac Bank,Gaithersburg,Maryland,PORT,BSF,48000,"A laptop containing confidential 
            information about customers, including Social Security numbers and 
            account numbers was stolen when a bank employee removed it from the 
            premises, in violation of the bank's policies. The computer did not 
            contain customer passwords, personal identification numbers (PIN numbers) 
            or account expiration dates. The bank contacted affected customers and offered them one year of free credit monitoring services.",Dataloss DB,,2006,39.143441,-77.201371,,,
2/9/2009,Federal Aviation Administration,Washington,District Of Columbia,HACK,GOV,48000,"Hackers broke into the Federal Aviation 
          Administration's computer system, accessing the names and Social Security 
          numbers of employees and retirees.",Dataloss DB,,2009,38.895112,-77.036366,,,
7/27/2016,"Select Pain & Spine Dr. Christopher T. Sloan, D.P.M.",Farmington,Missouri,HACK,MED,48000,"“We write to inform you that our practice discovered a data breach on May 27, 2016 that may have contained personal health information and have been investigating the exact nature and scope of the information obtained by the hackers since,” the letter reads. “To date, our investigation has determined that on May 4, 2016, a hacker, or hackers, likely gained access into our secured database system through a third party contractor and may have obtained some personal information of our patients including: names, addresses, social security numbers, date of births, diagnoses, lab results, other medical records, and potentially some financial information.""""On June 25, a hacker going by the name “thedarkoverlord” provided information to Deep Dot Web of a purported hacking of three different healthcare organizations – one originating from Farmington and containing 48,000 alleged patient records, according to the Deep Dot Web report.""This breach is one entity of the medical group that was hacked. More Information: http://dailyjournalonline.com/news/local/local-medical-group-involved-in...More Information: http://www.hipaajournal.com/farmington-medical-group-confirms-cyberattac...",Media,,2016,37.790083,-90.438572,,,
12/18/2014,KeyPoint Government Solutions,Fairfax,Virginia,HACK,BSO,48439,"KeyPoint Government Solutions notified over 48,000 individuals of a data breach when their computer network was hacked. KeyPoint Solutions was hired by the Office of Personnel Management to take over the background checking process for the agency, when the agency did not renew the contract of USIS who suffered a breach earlier in the year. More Information: http://www.washingtonpost.com/business/economy/keypoint-suffers-network-breach-thousands-of-fed-workers-could-be-affected/2014/12/18/e6c7146c-86e1-11e4-a702-fa31ff4ae98e_story.html ",Media,,2014,38.864455,-77.230308,,,
9/28/2007,Wal-Mart Stores Inc.,Bentonville,Arkansas,INSD,BSR,48686,"A Wal-Mart associate took confidential information relating to a group of associates.  The former associate was not authorized to retain the information after ending his employment with Wal-Mart.  Associate names, Social Security numbers, Wal-Mart job codes and compensation information were exposed.  The incident occurred on August 15.",Dataloss DB,,2007,36.372854,-94.208817,,,
1/7/2014,North Carolina Department of Health and Human Services,,NC,DISC,MED,48752,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
1/6/2014,North Carolina Department of Health and Human Services,,NC,DISC,MED,48752,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
7/21/2005,"University of Colorado, Boulder",Boulder,Colorado,HACK,EDU,49000,"Prospective students, current students, staff, faculty and University health care service recipients may have had their data exposed in a campus server breach.  The information included names, Social Security numbers, addresses, student ID numbers, birth dates, and lab test information. The University mailed letters and sent emails to the individuals affected.UPDATE
            (08/20/2005) The number of students affected was increased from an 
            estimate of 42,000 to 49,000.",Dataloss DB,,2005,40.014986,-105.270546,,,
8/19/2005,University of Colorado,Denver,Colorado,HACK,EDU,49000,"A hacker may have gained access to personal information from June of 1999 to May of 2001, and fall of 2003 to summer of 2005.  The information included current and former student names, Social Security numbers, addresses and phone numbers.  The University contacted individuals who were affected.",Dataloss DB,,2005,39.739154,-104.984703,,,
8/14/2013,"Michigan Department of Community Health, Michigan Cancer Consortium ",Lansing,Michigan,HACK,MED,49000,"A server for the Michican Cancer Consortium that housed names, Social Security numbers, dates of birth, cancer screening test results, and testing dates was hacked.  The Michigan Department of Community Health claimed that the breach should not fall under strict HIPAA regulations because testing records, rather than medical records, were affected.",Media,,2013,42.732535,-84.555535,,,
8/12/2014,Orthopaedic Specialty Institute Medical Group,Orange,California,PHYS,MED,49000,"Orthopaedic Specialty Institute Medical Group has reported a data breach when it was discovered that 742 boxes of patient X-rays were stolen from an Iron Mountain Record Management storage facility. After an investigation by the authorities, it was discovered that two Iron Mountain Record Management employees stole the files and melted them down for the silver.The information in the records, which are 10 to 15 years old,  and could have included patient names, birth dates and medical record numbers. For those who might have been affected they can call the medical group at 1-714-937-48251-714-937-4825 .  More Information: http://www.ocregister.com/articles/medical-631456-rays-group.html CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype",Media,,2014,33.787914,-117.853101,,,
11/22/2013,Kaiser Foundation Hospital- Orange County,,CA,PHYS,MED,49000,"Location of breached information: Loss
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
8/15/2014,Iron Mountain,,CA,PHYS,MED,49714,"Location of breached information: Improper Disposal, Loss, Theft
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
